name,level,start_point,end_point,duration_days
Trail883,medium,8686,363,27
Trail884,hard,564,5229,14
Trail885,medium,177,7791,30
Trail886,medium,2184,91,4
Trail887,easy,5324,5880,4
Trail888,medium,3596,4865,25
Trail889,medium,6426,9636,29
Trail890,hard,9500,6060,11
Trail891,hard,3543,337,22
Trail892,hard,5764,8564,20
Trail893,hard,1707,5600,19
Trail894,medium,8628,9453,12
Trail895,medium,9126,6369,10
Trail896,hard,6327,1573,5
Trail897,hard,3239,5624,8
Trail898,easy,6890,4509,9
Trail899,easy,1888,5476,3
Trail900,hard,2072,4420,4
Trail901,hard,3930,2810,10
Trail902,hard,8026,8539,20
Trail903,hard,6220,8001,3
Trail904,medium,6336,8831,27
Trail905,medium,5704,5332,17
Trail906,hard,7774,830,21
Trail907,easy,2795,3482,23
Trail908,medium,3404,3455,3
Trail909,medium,2889,9191,28
Trail910,medium,215,4050,28
Trail911,medium,8324,8993,25
Trail912,hard,9422,9026,28
Trail913,hard,9416,3961,10
Trail914,medium,5535,4924,12
Trail915,medium,6046,1510,14
Trail916,medium,7369,2352,12
Trail917,hard,2410,1337,28
Trail918,medium,3831,3008,29
Trail919,easy,360,1358,30
Trail920,easy,7885,956,29
Trail921,hard,1811,5163,11
Trail922,hard,3994,8342,26
Trail923,medium,9658,1076,11
Trail924,medium,7876,9726,22
Trail925,easy,5342,5669,26
Trail926,hard,775,1052,3
Trail927,medium,4611,3119,21
Trail928,easy,644,4734,14
Trail929,hard,1091,8908,1
Trail930,easy,5972,2610,16
Trail931,medium,9450,1554,14
Trail932,hard,2923,4825,15
Trail933,hard,8247,4680,7
Trail934,medium,6482,3941,3
Trail935,hard,4304,7130,10
Trail936,medium,1389,2552,12
Trail937,hard,8434,2310,30
Trail938,hard,7105,6907,13
Trail939,medium,7705,4634,12
Trail940,medium,7818,6370,22
Trail941,hard,8452,2445,19
Trail942,easy,1136,8877,12
Trail943,medium,142,8160,20
Trail944,hard,6717,4226,18
Trail945,medium,6844,1200,19
Trail946,easy,6917,1324,19
Trail947,medium,6759,7267,11
Trail948,medium,2625,3370,7
Trail949,easy,9297,4707,19
Trail950,medium,580,3832,23
Trail951,hard,1279,6520,20
Trail952,hard,8787,8038,19
Trail953,hard,963,4430,22
Trail954,hard,9715,2108,4
Trail955,hard,4282,4623,18
Trail956,medium,75,5189,22
Trail957,medium,3593,7749,30
Trail958,medium,1421,6167,10
Trail959,hard,7299,8091,11
Trail960,hard,7494,8000,25
Trail961,hard,6196,1847,30
Trail962,medium,3580,8237,1
Trail963,medium,8057,8241,11
Trail964,easy,5841,4634,24
Trail965,medium,3947,6782,14
Trail966,medium,6691,5322,24
Trail967,easy,5031,2810,12
Trail968,easy,4579,506,20
Trail969,hard,8987,5932,9
Trail970,hard,604,2704,13
Trail971,hard,2023,2912,23
Trail972,easy,5088,7946,19
Trail973,medium,6048,2525,30
Trail974,easy,2402,6064,25
Trail975,hard,1186,9425,1
Trail976,easy,2713,4805,11
Trail977,medium,3175,9075,28
Trail978,medium,4563,2519,27
Trail979,easy,9485,1859,24
Trail980,hard,4891,9198,28
Trail981,medium,120,3130,16
Trail982,hard,2160,3392,15
Trail983,easy,6837,3135,14
Trail984,easy,3134,1482,16
Trail985,medium,5112,1397,14
Trail986,medium,8685,2574,22
Trail987,medium,4571,5809,17
Trail988,medium,7000,358,17
Trail989,medium,4506,7061,18
Trail990,hard,6909,2847,16
Trail991,easy,6203,234,9
Trail992,hard,3040,7961,16
Trail993,easy,3320,5549,2
Trail994,easy,3262,8814,8
Trail995,medium,1193,5467,22
Trail996,easy,1701,4629,23
Trail997,hard,5940,6827,10
Trail998,hard,3886,4104,21
Trail999,medium,6766,519,25
Trail1000,easy,4645,8236,2
Trail1001,easy,1763,831,19
Trail1002,medium,2562,7395,19
Trail1003,hard,186,627,11
Trail1004,medium,5631,8970,29
Trail1005,medium,7576,5649,15
Trail1006,hard,6959,3046,1
Trail1007,medium,8597,9748,10
Trail1008,hard,5363,5352,8
Trail1009,medium,3091,3991,18
Trail1010,hard,865,252,5
Trail1011,hard,2947,7348,4
Trail1012,easy,854,8753,29
Trail1013,hard,693,6080,28
Trail1014,hard,4794,8699,13
Trail1015,easy,4471,2167,24
Trail1016,hard,2496,6023,10
Trail1017,easy,5789,9999,19
Trail1018,medium,4971,9684,28
Trail1019,easy,760,3337,9
Trail1020,easy,4223,313,10
Trail1021,easy,4388,1567,29
Trail1022,easy,2335,91,6
Trail1023,hard,963,3464,10
Trail1024,hard,5093,2784,19
Trail1025,easy,4433,3478,2
Trail1026,hard,5849,2257,5
Trail1027,hard,9938,3604,2
Trail1028,easy,3634,4935,29
Trail1029,hard,8993,1259,22
Trail1030,easy,7782,8819,22
Trail1031,hard,3260,5076,22
Trail1032,hard,2271,2444,12
Trail1033,medium,6203,9770,29
Trail1034,easy,3896,7952,15
Trail1035,medium,2359,1076,23
Trail1036,easy,6693,5367,25
Trail1037,easy,3825,5617,18
Trail1038,hard,1213,7270,20
Trail1039,medium,9438,3052,7
Trail1040,hard,4499,8094,23
Trail1041,medium,2534,5211,23
Trail1042,hard,8602,8934,20
Trail1043,easy,6909,1995,9
Trail1044,medium,9972,2679,2
Trail1045,hard,1614,1388,8
Trail1046,medium,2909,903,2
Trail1047,medium,3590,3720,27
Trail1048,hard,9974,562,23
Trail1049,medium,3321,4213,14
Trail1050,medium,5256,3796,14
Trail1051,medium,8441,2102,11
Trail1052,medium,3411,4888,30
Trail1053,hard,3375,1816,3
Trail1054,medium,908,1832,3
Trail1055,hard,6927,3890,10
Trail1056,medium,504,9314,21
Trail1057,medium,3706,3837,8
Trail1058,hard,521,8241,12
Trail1059,medium,667,4055,8
Trail1060,medium,1678,1623,7
Trail1061,easy,9826,8478,30
Trail1062,medium,6292,2134,28
Trail1063,medium,2222,1775,26
Trail1064,medium,6397,8937,21
Trail1065,easy,5538,3079,14
Trail1066,easy,8774,2529,13
Trail1067,hard,9940,8216,9
Trail1068,easy,8541,1022,18
Trail1069,hard,7092,8236,18
Trail1070,medium,3448,7971,20
Trail1071,hard,7264,238,7
Trail1072,medium,4374,9887,2
Trail1073,medium,5359,2832,14
Trail1074,easy,9082,5389,2
Trail1075,medium,2203,9798,14
Trail1076,medium,2585,7059,11
Trail1077,medium,3600,5458,30
Trail1078,easy,8455,2837,29
Trail1079,hard,4413,3210,12
Trail1080,medium,8192,8169,28
Trail1081,easy,2175,58,6
Trail1082,easy,9057,6612,25
Trail1083,hard,6313,996,17
Trail1084,medium,9325,4691,14
Trail1085,medium,1357,1360,7
Trail1086,hard,2019,4193,16
Trail1087,medium,1289,3840,7
Trail1088,medium,7117,9991,27
Trail1089,easy,8633,6983,19
Trail1090,medium,1113,989,10
Trail1091,hard,7700,3615,4
Trail1092,hard,653,7091,23
Trail1093,easy,2741,563,18
Trail1094,medium,1226,5551,23
Trail1095,easy,5323,339,11
Trail1096,easy,6604,9481,6
Trail1097,hard,3475,170,17
Trail1098,hard,702,433,14
Trail1099,easy,5006,9873,5
Trail1100,hard,8926,6514,13
Trail1101,easy,3621,4503,28
Trail1102,easy,1418,3026,10
Trail1103,medium,4996,5873,23
Trail1104,easy,6110,5869,21
Trail1105,easy,3437,5169,6
Trail1106,easy,4050,5474,30
Trail1107,medium,8907,9396,15
Trail1108,medium,1608,5410,2
Trail1109,hard,3945,6070,20
Trail1110,easy,9859,3384,30
Trail1111,hard,2563,3411,22
Trail1112,medium,3151,6089,5
Trail1113,medium,2506,2745,3
Trail1114,medium,5074,8231,24
Trail1115,easy,5438,9802,29
Trail1116,hard,3737,7005,20
Trail1117,hard,6596,6251,10
Trail1118,easy,5672,1888,2
Trail1119,easy,1786,3174,22
Trail1120,easy,3785,5715,14
Trail1121,easy,5001,1932,26
Trail1122,easy,6855,285,6
Trail1123,medium,3895,8111,12
Trail1124,easy,1411,636,7
Trail1125,easy,2657,5478,23
Trail1126,easy,1504,6555,21
Trail1127,hard,762,1606,16
Trail1128,medium,1328,2590,20
Trail1129,medium,7733,3877,18
Trail1130,hard,2525,692,2
Trail1131,easy,5653,4778,10
Trail1132,hard,4494,9466,7
Trail1133,easy,7231,1854,14
Trail1134,hard,1031,7928,1
Trail1135,hard,8024,738,20
Trail1136,medium,5507,6856,23
Trail1137,hard,9242,4665,24
Trail1138,easy,5508,8608,10
Trail1139,medium,2713,9564,12
Trail1140,hard,2520,876,14
Trail1141,easy,8057,2160,19
Trail1142,hard,3255,550,2
Trail1143,medium,383,5857,27
Trail1144,easy,2212,9651,20
Trail1145,easy,486,1537,7
Trail1146,easy,9848,5262,2
Trail1147,medium,1078,6817,24
Trail1148,hard,6068,7229,19
Trail1149,easy,5500,3371,7
Trail1150,hard,2342,9836,27
Trail1151,easy,2224,9491,26
Trail1152,easy,5297,324,28
Trail1153,medium,9539,3416,21
Trail1154,easy,1489,9887,22
Trail1155,easy,5621,6804,9
Trail1156,easy,1704,3396,12
Trail1157,medium,8320,3499,22
Trail1158,medium,7465,3157,10
Trail1159,hard,1803,2349,12
Trail1160,medium,4757,5834,4
Trail1161,easy,6669,1026,16
Trail1162,easy,708,8947,3
Trail1163,medium,692,9163,5
Trail1164,easy,3746,339,29
Trail1165,hard,5781,3754,14
Trail1166,medium,7787,2817,11
Trail1167,hard,2068,4110,10
Trail1168,hard,6884,2455,10
Trail1169,hard,2147,6712,18
Trail1170,easy,3203,4931,2
Trail1171,hard,255,4352,30
Trail1172,medium,5103,8500,24
Trail1173,hard,7237,7975,1
Trail1174,medium,8369,5533,27
Trail1175,hard,1784,1739,16
Trail1176,medium,7760,3225,29
Trail1177,easy,4719,2718,6
Trail1178,medium,1373,6008,24
Trail1179,medium,4367,9430,4
Trail1180,medium,2569,3757,3
Trail1181,easy,1280,184,6
Trail1182,easy,6193,8589,25
Trail1183,hard,315,6323,20
Trail1184,hard,1456,5925,27
Trail1185,medium,6793,7906,20
Trail1186,hard,6553,8117,12
Trail1187,medium,5245,8760,21
Trail1188,medium,9668,7831,16
Trail1189,hard,5823,4374,15
Trail1190,hard,3903,2041,16
Trail1191,hard,7155,3854,15
Trail1192,hard,8846,4893,29
Trail1193,easy,7340,7639,13
Trail1194,hard,7136,2508,29
Trail1195,easy,7476,3161,26
Trail1196,medium,56,2853,29
Trail1197,easy,4890,8783,29
Trail1198,hard,6553,2242,8
Trail1199,hard,4819,8963,29
Trail1200,hard,3843,7995,12
Trail1201,medium,4444,704,24
Trail1202,hard,2644,6065,29
Trail1203,easy,8000,9402,5
Trail1204,easy,3264,3621,6
Trail1205,medium,4084,6554,17
Trail1206,medium,4293,5166,19
Trail1207,hard,2752,5980,16
Trail1208,hard,4479,2663,23
Trail1209,easy,2288,5182,28
Trail1210,medium,8204,760,19
Trail1211,medium,7501,1324,11
Trail1212,medium,2888,258,22
Trail1213,medium,7032,46,15
Trail1214,easy,8137,772,2
Trail1215,medium,4513,4589,18
Trail1216,hard,6809,3221,17
Trail1217,medium,2690,1649,20
Trail1218,hard,3433,2132,23
Trail1219,hard,3111,6816,13
Trail1220,easy,4906,3470,11
Trail1221,easy,5171,7736,15
Trail1222,medium,2348,7256,30
Trail1223,medium,5339,8172,21
Trail1224,easy,8910,5889,8
Trail1225,easy,3676,5611,12
Trail1226,medium,2142,3217,13
Trail1227,medium,8125,7981,27
Trail1228,easy,3408,781,28
Trail1229,hard,2576,8265,2
Trail1230,easy,1758,2750,14
Trail1231,medium,421,6873,15
Trail1232,medium,4329,2426,18
Trail1233,easy,2898,2678,7
Trail1234,easy,9434,8152,5
Trail1235,easy,5328,7701,13
Trail1236,hard,8416,5962,28
Trail1237,hard,8303,8104,9
Trail1238,medium,1494,9138,4
Trail1239,medium,5123,1255,3
Trail1240,easy,5069,6378,26
Trail1241,easy,5824,7448,4
Trail1242,hard,7015,7133,6
Trail1243,hard,8525,3760,18
Trail1244,easy,313,8089,8
Trail1245,easy,594,653,15
Trail1246,hard,3915,7067,1
Trail1247,hard,2983,6297,23
Trail1248,easy,3338,8101,26
Trail1249,easy,5209,6534,6
Trail1250,hard,2219,3798,21
Trail1251,hard,2354,2913,9
Trail1252,easy,7932,6390,21
Trail1253,hard,2188,6217,23
Trail1254,easy,9771,7274,18
Trail1255,hard,3547,5512,5
Trail1256,hard,1537,7534,20
Trail1257,easy,8033,3275,30
Trail1258,hard,9462,6763,18
Trail1259,hard,5331,3095,18
Trail1260,easy,5046,322,3
Trail1261,medium,3933,2813,25
Trail1262,medium,2501,9043,21
Trail1263,hard,1788,8764,15
Trail1264,hard,179,2614,11
Trail1265,medium,8132,5323,7
Trail1266,medium,7191,6122,6
Trail1267,hard,2096,7828,23
Trail1268,hard,768,568,21
Trail1269,medium,3626,494,22
Trail1270,hard,4475,6612,11
Trail1271,medium,7314,3256,17
Trail1272,hard,5940,3179,25
Trail1273,easy,9067,1062,3
Trail1274,easy,7382,7625,4
Trail1275,hard,7591,2324,27
Trail1276,hard,9171,9144,5
Trail1277,medium,5916,3622,2
Trail1278,hard,6806,6045,12
Trail1279,medium,3189,1455,14
Trail1280,easy,1491,6272,14
Trail1281,easy,2702,5332,3
Trail1282,easy,1868,9864,30
Trail1283,hard,5694,4833,27
Trail1284,medium,4010,717,24
Trail1285,easy,8570,5785,28
Trail1286,hard,9465,6387,18
Trail1287,easy,2523,2761,13
Trail1288,medium,5463,107,27
Trail1289,hard,206,6743,5
Trail1290,hard,8639,2992,24
Trail1291,hard,8067,9999,28
Trail1292,easy,5740,4159,29
Trail1293,easy,3939,290,21
Trail1294,hard,3004,2626,23
Trail1295,hard,7110,1260,5
Trail1296,medium,9635,1226,5
Trail1297,medium,6024,4068,26
Trail1298,medium,8513,4345,5
Trail1299,hard,276,5886,11
Trail1300,medium,9374,5932,20
Trail1301,medium,9056,4906,25
Trail1302,easy,6092,9734,16
Trail1303,medium,9708,2393,3
Trail1304,hard,620,2348,5
Trail1305,hard,671,7608,10
Trail1306,hard,3555,5974,6
Trail1307,hard,1201,6042,16
Trail1308,easy,5233,155,4
Trail1309,easy,1229,5876,25
Trail1310,hard,4044,3772,23
Trail1311,easy,1378,8154,30
Trail1312,easy,2213,2306,6
Trail1313,hard,3645,1187,6
Trail1314,medium,6707,4541,21
Trail1315,medium,1568,1185,10
Trail1316,hard,202,2265,28
Trail1317,medium,4392,4753,21
Trail1318,easy,584,816,13
Trail1319,hard,8994,4710,23
Trail1320,easy,3785,752,12
Trail1321,hard,9054,2777,25
Trail1322,easy,348,3478,21
Trail1323,easy,7479,3202,28
Trail1324,easy,4438,342,14
Trail1325,easy,2228,3938,6
Trail1326,hard,9411,1681,10
Trail1327,hard,3584,921,2
Trail1328,medium,9401,952,7
Trail1329,hard,8793,2827,9
Trail1330,medium,3967,9751,26
Trail1331,medium,1823,8483,11
Trail1332,medium,4776,5015,15
Trail1333,easy,5660,557,4
Trail1334,hard,3741,4745,13
Trail1335,medium,8046,87,26
Trail1336,easy,218,7188,27
Trail1337,hard,8877,1593,9
Trail1338,easy,9345,9421,17
Trail1339,easy,4038,1138,25
Trail1340,hard,8814,6932,26
Trail1341,hard,2940,2833,11
Trail1342,medium,5641,5783,18
Trail1343,medium,3708,7229,14
Trail1344,hard,2641,7566,10
Trail1345,hard,4931,7081,9
Trail1346,hard,8242,9340,17
Trail1347,hard,635,9162,2
Trail1348,easy,8573,8658,11
Trail1349,easy,1334,8111,11
Trail1350,easy,9469,9388,15
Trail1351,hard,438,5722,3
Trail1352,easy,1081,986,4
Trail1353,medium,1921,6318,27
Trail1354,easy,5619,6264,21
Trail1355,hard,5545,5816,15
Trail1356,easy,4926,8527,8
Trail1357,medium,9647,3123,23
Trail1358,medium,1080,7583,25
Trail1359,hard,8444,4705,23
Trail1360,medium,8334,5412,28
Trail1361,easy,2216,3890,23
Trail1362,medium,380,4968,5
Trail1363,easy,6380,4825,20
Trail1364,hard,2125,4860,3
Trail1365,medium,5636,4529,22
Trail1366,hard,5976,7790,9
Trail1367,easy,6314,6861,22
Trail1368,hard,4751,226,5
Trail1369,hard,3841,1488,1
Trail1370,medium,81,6362,19
Trail1371,medium,8322,5953,19
Trail1372,hard,4131,9165,4
Trail1373,easy,4723,2336,7
Trail1374,hard,2144,4559,8
Trail1375,easy,1622,5385,6
Trail1376,hard,3434,9799,25
Trail1377,hard,5152,7296,30
Trail1378,medium,7003,6303,3
Trail1379,hard,2874,1494,2
Trail1380,medium,1538,8120,14
Trail1381,easy,309,1935,17
Trail1382,hard,7612,6987,4
Trail1383,medium,1352,6413,25
Trail1384,medium,3370,3151,6
Trail1385,medium,1443,7511,7
Trail1386,hard,512,2429,26
Trail1387,medium,1454,319,9
Trail1388,hard,343,8557,25
Trail1389,hard,2415,3226,16
Trail1390,medium,7674,9028,16
Trail1391,easy,4243,8526,23
Trail1392,hard,3387,164,7
Trail1393,hard,1074,2847,12
Trail1394,hard,9033,1334,4
Trail1395,hard,5203,8834,9
Trail1396,medium,1882,1895,21
Trail1397,easy,2992,9345,19
Trail1398,easy,3074,7485,13
Trail1399,hard,9180,9572,3
Trail1400,hard,7727,4103,23
Trail1401,easy,4666,4335,8
Trail1402,hard,9484,8921,15
Trail1403,hard,9918,8587,10
Trail1404,medium,5265,7282,19
Trail1405,easy,5019,6544,17
Trail1406,easy,1817,190,6
Trail1407,hard,8610,416,2
Trail1408,hard,413,8085,4
Trail1409,medium,6861,3130,28
Trail1410,medium,204,3017,25
Trail1411,hard,146,8459,14
Trail1412,hard,6583,6940,4
Trail1413,easy,4789,1177,13
Trail1414,medium,4377,713,19
Trail1415,hard,1932,7908,4
Trail1416,hard,7674,7105,11
Trail1417,hard,5596,7537,22
Trail1418,easy,8795,5275,30
Trail1419,hard,8264,2049,18
Trail1420,hard,8829,4848,18
Trail1421,hard,8370,4642,27
Trail1422,medium,8774,178,28
Trail1423,medium,6193,9496,23
Trail1424,medium,8623,4198,22
Trail1425,easy,6536,8980,25
Trail1426,hard,8163,8410,30
Trail1427,medium,7205,7146,17
Trail1428,medium,3489,961,23
Trail1429,easy,7504,7340,3
Trail1430,medium,2519,1307,21
Trail1431,easy,4885,5858,13
Trail1432,hard,7035,671,11
Trail1433,easy,1818,8425,4
Trail1434,hard,2446,4199,24
Trail1435,easy,2984,980,2
Trail1436,easy,1888,3168,13
Trail1437,hard,160,8131,23
Trail1438,hard,2348,5016,4
Trail1439,hard,4544,1572,29
Trail1440,easy,1245,681,11
Trail1441,easy,2589,3140,23
Trail1442,medium,6279,1329,11
Trail1443,hard,9127,5396,26
Trail1444,hard,4973,2087,25
Trail1445,easy,2805,4974,15
Trail1446,hard,7634,102,28
Trail1447,medium,3156,2398,20
Trail1448,hard,1453,8925,2
Trail1449,hard,6168,7262,5
Trail1450,easy,3472,4306,15
Trail1451,hard,8466,7088,9
Trail1452,easy,3882,6150,12
Trail1453,easy,1861,2288,4
Trail1454,hard,672,475,26
Trail1455,medium,1735,1179,24
Trail1456,easy,6861,42,9
Trail1457,medium,8617,1567,6
Trail1458,medium,1168,8795,24
Trail1459,medium,3288,296,2
Trail1460,hard,2314,2232,14
Trail1461,hard,5252,8657,25
Trail1462,medium,4115,9384,28
Trail1463,medium,4626,8248,29
Trail1464,hard,1901,5751,2
Trail1465,medium,3130,484,1
Trail1466,easy,7793,8807,9
Trail1467,easy,3766,4145,28
Trail1468,hard,5160,2951,10
Trail1469,easy,2358,6600,3
Trail1470,hard,8713,3770,20
Trail1471,medium,8234,215,16
Trail1472,easy,4477,2175,1
Trail1473,medium,1078,7916,25
Trail1474,easy,2819,616,30
Trail1475,hard,2717,4173,7
Trail1476,easy,3681,2626,1
Trail1477,hard,3825,9698,28
Trail1478,medium,7845,7650,17
Trail1479,easy,4100,8012,14
Trail1480,medium,4208,1169,8
Trail1481,medium,8969,8647,17
Trail1482,hard,9858,2293,13
Trail1483,hard,688,7276,16
Trail1484,easy,8418,8340,18
Trail1485,easy,5875,6516,6
Trail1486,hard,8983,4480,10
Trail1487,easy,2135,9883,10
Trail1488,easy,7998,9894,21
Trail1489,medium,5912,9235,10
Trail1490,easy,4010,5688,10
Trail1491,medium,5172,9122,3
Trail1492,hard,2650,5077,21
Trail1493,easy,3475,4574,17
Trail1494,easy,1979,905,20
Trail1495,medium,8274,9926,27
Trail1496,easy,7743,3853,30
Trail1497,hard,5308,7129,3
Trail1498,easy,9326,4634,1
Trail1499,hard,3738,3496,25
Trail1500,medium,8429,2437,29
Trail1501,hard,9017,1202,6
Trail1502,easy,6856,9037,25
Trail1503,hard,6904,8422,18
Trail1504,easy,8588,9288,29
Trail1505,easy,9343,4090,14
Trail1506,medium,9911,101,22
Trail1507,medium,7590,6385,15
Trail1508,easy,7735,8217,13
Trail1509,easy,1560,9941,18
Trail1510,hard,9575,2777,23
Trail1511,hard,6389,4204,4
Trail1512,easy,2825,3280,23
Trail1513,medium,8761,6696,17
Trail1514,hard,1122,238,18
Trail1515,easy,8733,5124,5
Trail1516,medium,8772,7444,8
Trail1517,medium,8916,3409,12
Trail1518,medium,895,132,25
Trail1519,medium,9429,3129,25
Trail1520,easy,5155,7453,20
Trail1521,easy,229,4508,27
Trail1522,hard,8438,614,23
Trail1523,hard,5732,5930,30
Trail1524,easy,2463,2763,4
Trail1525,medium,6647,4584,16
Trail1526,hard,3554,9026,25
Trail1527,hard,5047,4170,29
Trail1528,medium,2839,4027,18
Trail1529,medium,9331,6309,11
Trail1530,medium,9640,7341,3
Trail1531,medium,5924,1524,3
Trail1532,medium,8376,7958,30
Trail1533,medium,3529,3856,5
Trail1534,medium,7048,7110,29
Trail1535,hard,7372,137,10
Trail1536,medium,9629,4147,27
Trail1537,hard,1372,8629,22
Trail1538,medium,6247,5494,18
Trail1539,hard,1497,5074,16
Trail1540,hard,1985,5835,21
Trail1541,medium,9898,6108,15
Trail1542,medium,9228,8610,17
Trail1543,hard,6916,3264,19
Trail1544,easy,9401,7086,8
Trail1545,hard,1969,5220,30
Trail1546,medium,2045,4320,19
Trail1547,hard,3633,6392,7
Trail1548,medium,7069,627,7
Trail1549,hard,1308,7926,5
Trail1550,medium,4631,9300,27
Trail1551,medium,6777,1554,27
Trail1552,hard,5778,6042,17
Trail1553,easy,584,9897,28
Trail1554,hard,121,5713,24
Trail1555,medium,4044,1334,18
Trail1556,hard,677,2516,16
Trail1557,medium,8364,1978,19
Trail1558,easy,3445,3303,22
Trail1559,hard,586,1439,15
Trail1560,medium,7186,703,7
Trail1561,easy,2900,1026,16
Trail1562,medium,539,9466,13
Trail1563,hard,1728,3419,22
Trail1564,hard,5272,1700,9
Trail1565,hard,8583,9116,10
Trail1566,hard,901,9864,18
Trail1567,hard,6845,1009,26
Trail1568,easy,1244,7905,1
Trail1569,hard,1848,7162,11
Trail1570,easy,2288,1532,30
Trail1571,easy,2050,7427,30
Trail1572,easy,8629,3486,14
Trail1573,easy,7649,7927,15
Trail1574,hard,583,2797,21
Trail1575,easy,8242,3007,17
Trail1576,medium,1557,3211,13
Trail1577,easy,6471,6354,30
Trail1578,hard,3536,5734,21
Trail1579,hard,6364,5006,8
Trail1580,hard,6990,9098,22
